gene_accession,cipdic0none_S2,cipdic0none_S1,cipdic0none_S3
MEG_6628|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,18.0,60.0,50.0
MEG_2618|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,66.0,14.0,7.0
MEG_2994|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0.0,0.0,21.0
MEG_1217|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|BCRCM,0.0,120.0,0.0
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,2884.0,2768.0,2491.0
MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,2371.0,2367.0,2114.0
MEG_7130|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,84.0
MEG_2598|Drugs|betalactams|Class_C_betalactamases|DHA,23.0,13.0,0.0
MEG_5902|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,9.0,0.0
MEG_6128|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,29.0,0.0
MEG_4210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORB,0.0,144.0,0.0
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,2098.0,3125.0,1914.0
MEG_7015|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,28.0,105.0,28.0
MEG_3620|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUG,0.0,0.0,2948.0
MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,101.0,0.0,0.0
MEG_7362|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0.0,144.0,128.0
MEG_5393|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3590|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0.0,34.0,29.0
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,11.0,13.0,8.0
MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,369.0,64.0,430.0
MEG_3193|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7806|Drugs|Lipopeptides|Daptomycin-resistant_mutant|WALK|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1029|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,12.0,21.0
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,4124.0,4982.0,3825.0
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,2465.0,2283.0,2199.0
MEG_6779|Drugs|betalactams|Class_A_betalactamases|TEM,36.0,0.0,13.0
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,13597.0,10810.0,10771.0
MEG_7863|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,547.0,511.0,0.0
MEG_7134|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,99.0
MEG_995|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,35.0,0.0,0.0
MEG_3934|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT,45.0,379.0,0.0
MEG_4365|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,118.0,0.0
MEG_6927|Drugs|betalactams|Class_A_betalactamases|TEM,230.0,28.0,0.0
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,3.0,2.0,0.0
MEG_7045|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,1183.0,21.0,0.0
MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE,6689.0,5347.0,5545.0
MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,11.0,0.0,37.0
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,2298.0,2209.0,2031.0
MEG_6629|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,16.0,84.0,34.0
MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX,26.0,9.0,0.0
MEG_7333|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN|RequiresSNPConfirmation,3.0,18.0,13.0
MEG_4361|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,105.0,116.0,0.0
MEG_2991|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,103.0,171.0,19.0
MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,9917.0,9943.0,8552.0
MEG_2532|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,4.0,10.0
MEG_1636|Drugs|betalactams|Class_A_betalactamases|CBLA,62.0,68.0,23.0
MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_1218|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|BCRCM,0.0,90.0,0.0
MEG_702|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,13.0,57.0,0.0
MEG_6432|Drugs|betalactams|Class_A_betalactamases|SHV,0.0,7.0,0.0
MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,7856.0,7652.0,6679.0
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,4507.0,4373.0,4182.0
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,9240.0,8871.0,8259.0
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,4305.0,4281.0,3869.0
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,6374.0,7143.0,7941.0
MEG_6931|Drugs|betalactams|Class_A_betalactamases|TEM,214.0,0.0,69.0
MEG_7834|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,780.0,749.0,671.0
MEG_6932|Drugs|betalactams|Class_A_betalactamases|TEM,174.0,0.0,65.0
MEG_5346|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,6108.0,5785.0,5435.0
MEG_2692|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,3611.0,3589.0,3306.0
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,1.0,1.0
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,92.0,57.0,63.0
MEG_7502|Drugs|Glycopeptides|VanC-type_regulator|VANSC,43.0,598.0,210.0
MEG_7143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,54.0
MEG_1277|Drugs|betalactams|Class_C_betalactamases|BLAEC,545.0,229.0,264.0
MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,76.0,41.0,30.0
MEG_4030|Drugs|MLS|Macrolide_phosphotransferases|MPHA,24.0,157.0,64.0
MEG_3861|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,24.0,208.0,87.0
MEG_2025|Metals|Copper_resistance|Copper_resistance_protein|COPA,0.0,0.0,164.0
MEG_684|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEG,216.0,1033.0,0.0
MEG_6947|Drugs|betalactams|Class_A_betalactamases|TEM,29.0,0.0,14.0
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,4680.0,4289.0,3940.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,1164.0,220.0,626.0
MEG_2846|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,15.0,0.0,41.0
MEG_6632|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0.0,92.0,61.0
MEG_6621|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,17.0,77.0,35.0
MEG_4328|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,65.0,106.0,46.0
MEG_4339|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,84.0,93.0,58.0
MEG_683|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,0.0,92.0,0.0
MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX,31582.0,34916.0,26924.0
MEG_6550|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,1344.0,1222.0,1164.0
MEG_41|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,22.0,10.0,0.0
MEG_5882|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,16.0,0.0,0.0
MEG_5343|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2585|Drugs|betalactams|Class_C_betalactamases|DHA,44.0,18.0,0.0
MEG_3460|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KMRA,1680.0,2208.0,879.0
MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,1443.0,3330.0,4596.0
MEG_4331|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,112.0,181.0,71.0
MEG_5828|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACE,0.0,16.0,0.0
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,58.0,13.0,0.0
MEG_2675|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,197.0,223.0,148.0
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,13372.0,12879.0,11002.0
MEG_802|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,22.0
MEG_6720|Drugs|betalactams|Class_A_betalactamases|TEM,19.0,0.0,0.0
MEG_173|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,23.0
MEG_6827|Drugs|betalactams|Class_A_betalactamases|TEM,80.0,0.0,24.0
MEG_404|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,987.0,0.0,447.0
MEG_1165|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,8.0,0.0,0.0
MEG_6763|Drugs|betalactams|Class_A_betalactamases|TEM,37.0,0.0,17.0
MEG_2945|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,16.0,0.0
MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA,12067.0,11618.0,10941.0
MEG_685|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEH,61.0,511.0,0.0
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,2671.0,2632.0,2291.0
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,37.0,0.0,269.0
MEG_5388|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,2039.0,2262.0,1715.0
MEG_7033|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,28.0,0.0,0.0
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,33.0,0.0
MEG_4338|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,59.0,197.0,112.0
MEG_3178|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1.0,3.0,3.0
MEG_6588|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,0.0,8.0
MEG_1216|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|BCRCM,0.0,46.0,0.0
MEG_8100|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,0.0,2660.0,0.0
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS,3720.0,3636.0,3263.0
MEG_6619|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0.0,25.0,24.0
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,3281.0,3144.0,2850.0
MEG_6506|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,1029.0,1208.0,1417.0
MEG_6107|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,0.0,0.0
MEG_7060|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,19.0,0.0,0.0
MEG_6638|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,26.0,58.0,43.0
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,810.0,719.0,445.0
MEG_4125|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRC,0.0,0.0,41.0
MEG_6887|Drugs|betalactams|Class_A_betalactamases|TEM,101.0,0.0,0.0
MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,1015.0,684.0,3160.0
MEG_6701|Drugs|betalactams|Class_A_betalactamases|TEM,65.0,0.0,26.0
MEG_2683|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,209.0,208.0,178.0
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,2931.0,2659.0,2352.0
MEG_1191|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,194.0,0.0,0.0
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_44|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,36.0,28.0,23.0
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,3952.0,3936.0,3652.0
MEG_6484|Drugs|betalactams|Class_A_betalactamases|SHV,8.0,0.0,0.0
MEG_1478|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,0.0,15.0,0.0
MEG_3645|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,70.0,73.0,0.0
MEG_6983|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,63.0,0.0
MEG_2844|Drugs|MLS|23S_rRNA_methyltransferases|ERMR,21.0,0.0,41.0
MEG_3588|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX,17.0,0.0,0.0
MEG_7201|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0.0,0.0,41.0
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,14.0,0.0,0.0
MEG_4126|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRCN,974.0,135.0,523.0
MEG_2527|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,24.0,0.0,0.0
MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,1.0
MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS,2449.0,2660.0,3252.0
MEG_8288|Drugs|betalactams|Mutant_porin_proteins|OMPA,7662.0,7257.0,6216.0
MEG_3866|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,90.0,0.0,109.0
MEG_8231|Drugs|Lipopeptides|Colistin-resistant_mutant|LPSB,67.0,366.0,0.0
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,1211.0,1677.0,418.0
MEG_2589|Drugs|betalactams|Class_C_betalactamases|DHA,24.0,0.0,0.0
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,3.0,0.0
MEG_4071|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,46.0,0.0,0.0
MEG_6873|Drugs|betalactams|Class_A_betalactamases|TEM,118.0,0.0,57.0
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,1116.0,126.0,33.0
MEG_6805|Drugs|betalactams|Class_A_betalactamases|TEM,22.0,0.0,0.0
MEG_370|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAQ,65.0,414.0,0.0
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,1803.0,1793.0,1462.0
MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,1883.0,2422.0,944.0
MEG_7047|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,653.0,0.0,0.0
MEG_2089|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,1136.0,1161.0,988.0
MEG_7046|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,807.0,0.0,0.0
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,7972.0,7791.0,6922.0
MEG_698|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,20.0,90.0,0.0
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,3.0,0.0,0.0
MEG_700|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,25.0,252.0,0.0
MEG_3887|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,41.0,352.0,0.0
MEG_6900|Drugs|betalactams|Class_A_betalactamases|TEM,337.0,25.0,112.0
MEG_1590|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,13.0,0.0,0.0
MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,41.0,0.0,0.0
MEG_2724|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,3249.0,3091.0,2507.0
MEG_6682|Drugs|betalactams|Class_A_betalactamases|TEM,36.0,0.0,12.0
MEG_2942|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,171.0,324.0,0.0
MEG_2607|Drugs|betalactams|Class_C_betalactamases|DHA,20.0,0.0,0.0
MEG_7264|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,3533.0,3265.0,2934.0
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,2466.0,2992.0,2203.0
MEG_6710|Drugs|betalactams|Class_A_betalactamases|TEM,46.0,0.0,18.0
MEG_4029|Drugs|MLS|Macrolide_phosphotransferases|MPHA,22.0,182.0,77.0
