gene_accession,cipbeta0none_S2,cipbeta0none_S1,cipbeta0none_S3
MEG_3191|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,9.0,71.0,58.0
MEG_700|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,0.0,57.0,0.0
MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,505.0,196.0,524.0
MEG_4005|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,657.0,1052.0,804.0
MEG_7976|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|ARNT,453.0,767.0,823.0
MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,1998.0,2928.0,2507.0
MEG_3609|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUB,0.0,0.0,52.0
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,427.0,524.0,458.0
MEG_1284|Drugs|betalactams|Class_C_betalactamases|BLAEC,173.0,112.0,113.0
MEG_5830|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,24.0,10.0,16.0
MEG_3208|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5831|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,14.0,0.0,0.0
MEG_8249|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,59256.0,91250.0,78646.0
MEG_6795|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,22.0
MEG_6913|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,22.0,0.0
MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,189.0,270.0,457.0
MEG_5814|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB,3922.0,6135.0,5064.0
MEG_7016|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,88.0,54.0,39.0
MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,24.0,0.0,32.0
MEG_2946|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1214.0,1913.0,1596.0
MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6932|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,60.0
MEG_3862|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,20.0,23.0,0.0
MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,2301.0,708.0,1262.0
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0.0,0.0,39.0
MEG_7843|Drugs|Lipopeptides|Daptomycin-resistant_mutant|YYBT|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,43.0,0.0,33.0
MEG_4172|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,0.0,1641.0,1243.0
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,161.0,319.0,46.0
MEG_7046|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,253.0
MEG_7264|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,1638.0,2738.0,2225.0
MEG_7146|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,44.0,0.0,64.0
MEG_3889|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,10.0,0.0,0.0
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,3063.0,4656.0,3958.0
MEG_1587|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,244.0,304.0,0.0
MEG_3863|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0.0,20.0,19.0
MEG_6908|Drugs|betalactams|Class_A_betalactamases|TEM,52.0,0.0,0.0
MEG_6586|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,9.0,0.0,0.0
MEG_6961|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,870.0,1219.0,1078.0
MEG_380|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0.0,23.0,0.0
MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE,0.0,0.0,65.0
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,422.0,139.0,756.0
MEG_4349|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,76.0
MEG_883|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,9.0
MEG_5395|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4352|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,195.0,106.0
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,2066.0,2420.0,1609.0
MEG_2952|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,198.0,451.0,521.0
MEG_7040|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,273.0
MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,2119.0,3372.0,2456.0
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,1344.0,2217.0,1888.0
MEG_1277|Drugs|betalactams|Class_C_betalactamases|BLAEC,181.0,307.0,310.0
MEG_699|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,0.0,24.0,0.0
MEG_7812|Metals|Iron_resistance|Iron_resistance_protein|YBTQ,2499.0,3705.0,1650.0
MEG_3835|Drugs|Multi-drug_resistance|Multi-drug_MATE_efflux_pump|MEPB,320.0,353.0,117.0
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1732|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1276|Drugs|betalactams|Class_C_betalactamases|BLAEC,1303.0,1136.0,1704.0
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation,0.0,1.0,4.0
MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,10.0,197.0,90.0
MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,1775.0,2851.0,2397.0
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,225.0,278.0,465.0
MEG_2676|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,115.0,157.0,130.0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,2.0,0.0
MEG_5783|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7106|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,95.0,0.0
MEG_8290|Drugs|betalactams|Mutant_porin_proteins|OMPK36|RequiresSNPConfirmation,1101.0,1647.0,1494.0
MEG_6616|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,24.0,0.0,40.0
MEG_8459|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,537.0,671.0,283.0
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,3739.0,5544.0,4467.0
MEG_6107|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1575|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,23.0,0.0,0.0
MEG_3972|Drugs|betalactams|Class_C_betalactamases|MIR,0.0,36.0,0.0
MEG_2720|Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|EMMDR,177.0,399.0,244.0
MEG_3643|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,63.0,0.0
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,1208.0,1812.0,1451.0
MEG_996|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,10.0,0.0,41.0
MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,7.0,5.0,7.0
MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,3.0
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,1564.0,2342.0,1967.0
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,204.0,262.0,422.0
MEG_2681|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,94.0,171.0,126.0
MEG_2501|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,45.0,64.0,37.0
MEG_6931|Drugs|betalactams|Class_A_betalactamases|TEM,24.0,25.0,58.0
MEG_4330|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0.0,44.0,38.0
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,943.0,1483.0,1235.0
MEG_913|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,38.0,0.0
MEG_1079|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0.0,99.0,0.0
MEG_3738|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,1431.0,2535.0,1790.0
MEG_3223|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,2392.0,3731.0,2958.0
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,2277.0,3632.0,3327.0
MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD,3530.0,3744.0,2672.0
MEG_7037|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,161.0
MEG_2706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA,104.0,141.0,0.0
MEG_8142|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GRLA|RequiresSNPConfirmation,106.0,154.0,96.0
MEG_5856|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|QACR,0.0,16.0,0.0
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,4068.0,6650.0,5160.0
MEG_2530|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,26.0,0.0,28.0
MEG_414|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,3.0,5.0,12.0
MEG_7502|Drugs|Glycopeptides|VanC-type_regulator|VANSC,28.0,512.0,190.0
MEG_6983|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,80.0,260.0,102.0
MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,1566.0,2469.0,2079.0
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1248.0,2030.0,1541.0
MEG_3460|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KMRA,388.0,865.0,850.0
MEG_6670|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,7.0
MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,3007.0,4909.0,3953.0
MEG_7096|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,86.0,188.0,0.0
MEG_682|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,0.0,43.0,0.0
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,304.0,348.0,606.0
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,153.0,169.0,119.0
MEG_4356|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,61.0
MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,1270.0,900.0,826.0
MEG_2503|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,19.0,0.0,31.0
MEG_6726|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,26.0
MEG_1151|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,6772.0,2322.0,4233.0
MEG_951|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,117.0,191.0,156.0
MEG_1025|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,48.0,0.0
MEG_3009|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,239.0,280.0,88.0
MEG_2693|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,0.0,4.0
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,157.0,178.0,293.0
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,879.0,1541.0,1242.0
MEG_7087|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,540.0,832.0,652.0
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,2159.0,3352.0,2466.0
